Invoice Date,Invoice ID,Invoice Number,Invoice Status,Customer ID,Customer Name,Company Name,Is Inclusive Tax,Due Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Template Name,Entity Discount Percent,WriteOff Date,WriteOff Amount,WriteOff Exchange Rate,SubTotal,Total,Balance,Adjustment,Adjustment Description,Expected Payment Date,Last Payment Date,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Entity Discount Amount,Branch ID,Branch Name,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Usage unit,Item Price,Expense Reference ID,Recurrence Name,PayPal,Authorize.Net,Google Checkout,Payflow Pro,Stripe,Paytm,2Checkout,Braintree,Forte,WorldPay,Payments Pro,Square,WePay,Razorpay,GoCardless,Partial Payments,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone Number,Project ID,Project Name,Round Off,Sales person,Primary Contact EmailID,Primary Contact Mobile,Primary Contact Phone,Estimate Number,Tax1 ID,Item Tax1,Item Tax1 %,Item Tax1 Amount,Item Tax1 Type
2024-04-15,135268000005148136,INV-11210,Draft,135268000001585001,LULU'S,LULU'S,false,2024-04-15,180394,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,5800.00,5800.00,5800.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,"SHIPPED VIA UPS IN 7 CARTONS ON 4/12/2024:

Package 1 - 1Z01VY580396174613
Package 2 - 1Z01VY580396024623
Package 3 - 1Z01VY580395878632
Package 4 - 1Z01VY580397336642
Package 5 - 1Z01VY580396998653
Package 6 - 1Z01VY580396464667
Package 7 - 1Z01VY580397334671

",0.0,,,0.00,,,,,,JOSHUA TREE VINTAGE TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: JOSHUA TREE VINTAGE TEE
STYLE NO: PPCJOSHUA100
LULU'S PRODUCT ID: 1001302
C/#: IVORY
UPC: MS561363-01-XL
XL X 24",24.00,0.00,0.000,348.00,,14.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,195 Humboldt Ave,CHICO,CALIFORNIA,USA,95928,,,"Mitco Global
16509 Trojan Way
La Mirada, CA 90638",,,,,,,,,0.00,,,,,,,,,,
2024-01-24,135268000005216011,INV-11261,Draft,135268000005216001,DTLR,DTLR,false,2024-02-23,217226,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,3450.00,3450.00,3450.00,0.00,Adjustment,,,30,Net 30,"START
1/15/2024
","SHIPPED VIA FEDEX TRACKING # 774927724682, 774927724888 1/24/2024. ",0.0,,,0.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: W WHITNEY GRAPHIC SLIM TEE BLACK
STYLE: PPC-WHTSTRST
C/#: BLACK
S X 50
M X 100
L X 100
XL X 50",300.00,0.00,0.000,3450.00,,11.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DTLR, Inc.
Attn:  Accounts Payable
1300 Mercedes Drive
Hanover, MD  21076",,,U.S.A,,,,"DTLR, Inc
1300 Mercedes Dr. 
Hanover MD 21076",,,U.S.A,,,,,,0.00,,,,,,,,,,
2024-01-24,135268000005216021,INV-11262,Draft,135268000005216001,DTLR,DTLR,false,2024-02-23,217227,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,3450.00,3450.00,3450.00,0.00,Adjustment,,,30,Net 30,"START
1/15/2024
","SHIPPED VIA FEDEX TRACKING #: 774927615343, 270168891660 ON 1/24/2024. ",0.0,,,0.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: W JIMI HENDRIX GRAPHIC SLIM TEE WHITE
STYLE: PPC-JHEXPERT
C/#: WHITE
S X 50
M X 100
L X 100
XL X 50",300.00,0.00,0.000,3450.00,,11.50,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DTLR, Inc.
Attn:  Accounts Payable
1300 Mercedes Drive
Hanover, MD  21076",,,U.S.A,,,,"DTLR, Inc
1300 Mercedes Dr. 
Hanover MD 21076",,,U.S.A,,,,,,0.00,,,,,,,,,,
2024-01-24,135268000005216031,INV-11263,Draft,135268000005216001,DTLR,DTLR,false,2024-02-23,217229,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,3000.00,3000.00,3000.00,0.00,Adjustment,,,30,Net 30,"START
1/15/2024
","SHIPPED VIA FEDEX ON 1/24/2024 FEDEX TRACKING #: 774927542002, 774927543796. ",0.0,,,0.00,,,,,,,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: W ROCK N ROLL GRAPHIC SLIM TEE BLACK
STYLE: PPC-RRGUITEE
C/#: WHITE
S X 50
M X 100
L X 100
XL X 50",300.00,0.00,0.000,3000.00,,10.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DTLR, Inc.
Attn:  Accounts Payable
1300 Mercedes Drive
Hanover, MD  21076",,,U.S.A,,,,"DTLR, Inc
1300 Mercedes Dr. 
Hanover MD 21076",,,U.S.A,,,,,,0.00,,,,,,,,,,
2024-01-12,135268000005246288,INV-11314,Draft,135268000001260001,BLOW,BLOW,false,2024-01-12,BLW-MAGICMIAMI,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,660.00,685.00,685.00,0.00,Adjustment,,,0,Due on Receipt,"4/30 START SHIP, PACK AND HOLD ",The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,BLONDIE STARS TEE,"BLONDIE STARS TEE
S/S CREW TEE 
100% COTTON
C/#: BLACK
EXTRA SMALL:1
SMALL:3
MEDIUM:2",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,,,0.00,,,,,,,,,,
2024-01-12,135268000005246288,INV-11314,Draft,135268000001260001,BLOW,BLOW,false,2024-01-12,BLW-MAGICMIAMI,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,660.00,685.00,685.00,0.00,Adjustment,,,0,Due on Receipt,"4/30 START SHIP, PACK AND HOLD ",The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,JANIS JOPLIN PEACE LOVE MUSCLE,"JANIS JOPLIN PEACE LOVE MUSCLE
100% COTTON 
C/#: GREY MINERAL WASH
EXTRA SMALL:1
SMALL:3
MEDIUM:2",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,,,0.00,,,,,,,,,,
2024-01-12,135268000005246288,INV-11314,Draft,135268000001260001,BLOW,BLOW,false,2024-01-12,BLW-MAGICMIAMI,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,660.00,685.00,685.00,0.00,Adjustment,,,0,Due on Receipt,"4/30 START SHIP, PACK AND HOLD ",The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,BOB DYLAN ROLLING STONE TEE,"BOB DYLAN ROLLING STONE TEE:
SS CREW TEE
100% COTTON
C/#: WHITE
EXTRA SMALL:0 SOLD OUT
SMALL:3
MEDIUM:2",5.00,0.00,0.000,120.00,,24.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,,,0.00,,,,,,,,,,
2024-01-12,135268000005246288,INV-11314,Draft,135268000001260001,BLOW,BLOW,false,2024-01-12,BLW-MAGICMIAMI,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,660.00,685.00,685.00,0.00,Adjustment,,,0,Due on Receipt,"4/30 START SHIP, PACK AND HOLD ",The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,COOL MOM TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: COOL MOM TEE
C/#: WHITE
EXTRA SMALL:1
SMALL:3
MEDIUM:2",6.00,0.00,0.000,132.00,,22.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,,,0.00,,,,,,,,,,
2024-01-12,135268000005246288,INV-11314,Draft,135268000001260001,BLOW,BLOW,false,2024-01-12,BLW-MAGICMIAMI,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,660.00,685.00,685.00,0.00,Adjustment,,,0,Due on Receipt,"4/30 START SHIP, PACK AND HOLD ",The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,BOB DYLAN FOREST HILLS TEE,"BRAND: PRINCE PETER COLLECCTION
DESCRIPTION: BOB DYLAN FOREST HILLS TEE
C/#: BLK
EXTRA SMALL:1
SMALL:3
MEDIUM:2",6.00,0.00,0.000,144.00,,24.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,2422 MAIN STREET,NEW YORK,NEW YORK,U.S.A,11932,,,,,0.00,,,,,,,,,,
2024-01-29,135268000005270090,INV-11370,Draft,135268000004103373,COVERED UPTOWN,COVERED UPTOWN,false,2024-01-29,COV-BONJOUR BABY REPLACEMENTS,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,0.00,0.00,0.00,0.00,Adjustment,,,0,Due on Receipt,RESHIP-SHIPPED FULL LENGTH INSTEAD OF CROPS ON THE LAST ORDER. SENT RETURN LABEL FOR THE FULL LENGTH ONES 1/29,The order is ready to ship. Please make payment ready.,0.0,,,0.00,,,,,,BONJOUR BABY CROP,"BONJOUR BABY CROP 
S/S DISTRESSED CROP 
100% COTTON
C/#: WHITE
SMALL:1
MEDIUM:2
LARGE:2",5.00,100.00,100.000,0.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1201 LAGOON AVE,MINNEAPOLIS,MN,,55408,,,1201 LAGOON AVE,MINNEAPOLIS,MN,,55408,,,,,0.00,,,,,,,,,,
2024-01-31,135268000005270272,INV-11375,Draft,135268000005244331,AMANDA ROSS,AMANDA ROSS,false,2024-01-31,3324-reship ,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,0.00,0.00,0.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,0.00,,,,,,WEEZER TOO LOUD TEE,"WEEZER TOO LOUD TEE
S/S CREW TEE 
100% COTTON
C/#: WHITE
EXTRA LARGE:1",1.00,100.00,24.000,0.00,,24.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,232 E SMITH ST.,HICKSVILLE,Ohio,U.S.A,43526,260-249-8525,,232 E SMITH ST.,HICKSVILLE,Ohio,U.S.A,43526,,260-249-8525,,,0.00,,,,,,,,,,
2024-02-02,135268000005275090,INV-11381,Draft,135268000004493696,THE BRAVE BOHEMIAN,THE BRAVE BOHEMIAN,false,2024-02-02,TBB-11724-RESHIP,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,0.00,0.00,0.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,0.00,,,,,,BOWIE 74' MINERAL GREY CROP,"BOWIE 74' MINERAL GREY CROP
DISTERSSED CROP 
100% COTTON
C/#: MINERAL GREY
LARGE:4",4.00,100.00,80.000,0.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,PO BOX 246,ANNA,Texas,U.S.A,75409,,,4322 CO RD. 424,ANNA,Texas,U.S.A,75409,,,,,0.00,,,,,,,,,,
2024-02-07,135268000005276329,INV-11399,Draft,135268000001619001,PINK & BLUES,PINK & BLUES,false,2024-02-07,PB-ATL-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,400.00,425.00,425.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,THIS IS THE SWAMP CROP,"THIS IS THE SWAMP CROP
S/S DISTRESSED CROP
100% COTTON
C/#: BLUE
EXTRA SMALL:4
SMALL:3
MEDIUM:2
LARGE:1",10.00,0.00,0.000,200.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,829 NORTH NOB HILL ROAD,PLANTATION,FLORIDA,USA,33324,,,829 NORTH NOB HILL ROAD,PLANTATION,FLORIDA,USA,33324,,,,,0.00,,,,,,,,,,
2024-02-07,135268000005276329,INV-11399,Draft,135268000001619001,PINK & BLUES,PINK & BLUES,false,2024-02-07,PB-ATL-B,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,400.00,425.00,425.00,0.00,Adjustment,,,0,Due on Receipt,Thanks for your business.,The order is ready to ship. Please make payment ready.,0.0,,,25.00,,,,,,GAMEDAY FL CROP,"GAMEDAY FL CROP
S/S DISTRESSED CROP
100% COTTON
C/#: BLUE 
EXTRA SMALL:4
SMALL:3
MEDIUM:2
LARGE:1",10.00,0.00,0.000,200.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,829 NORTH NOB HILL ROAD,PLANTATION,FLORIDA,USA,33324,,,829 NORTH NOB HILL ROAD,PLANTATION,FLORIDA,USA,33324,,,,,0.00,,,,,,,,,,
2024-02-07,135268000005276500,INV-11407,Draft,135268000005276490,A JONES COMPANY,A JONES COMPANY,false,2024-02-07,AJC-ATL,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,820.00,860.00,860.00,0.00,Adjustment,,,0,Due on Receipt,START SHIP 5/1,The order is ready to ship. Please make payment ready.,0.0,,,40.00,,,,,,TOM PETTY 1991 TOUR TEE,"BRAND: PRINCE PETER COLLECTION
DESC: TOM PETTY 1991 TOUR TEE
C/#: OFF-WHITE
S X 1
M X 2
L X 2
XL X 1",6.00,0.00,0.000,120.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,PO BOX 614,CASHIERS,North Carolina,U.S.A,28717,,,3 CHESTNUT SQUARE,CASHIERS,North Carolina,U.S.A,28717,,,,,0.00,,,,,,,,,,
2024-02-07,135268000005276500,INV-11407,Draft,135268000005276490,A JONES COMPANY,A JONES COMPANY,false,2024-02-07,AJC-ATL,USD,1.00,item_level,true,Product - Professional,0.00,,0.00,1.00,820.00,860.00,860.00,0.00,Adjustment,,,0,Due on Receipt,START SHIP 5/1,The order is ready to ship. Please make payment ready.,0.0,,,40.00,,,,,,ELVIS KING OF ROCK UNISEX TEE,"BRAND: PRINCE PETER COLLECTION
DESCRIPTION: ELVIS KING OF ROCK UNISEX TEE
C/#: WHITE
S X 2
M X 2
L X 2
",6.00,0.00,0.000,120.00,,20.00,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,PO BOX 614,CASHIERS,North Carolina,U.S.A,28717,,,3 CHESTNUT SQUARE,CASHIERS,North Carolina,U.S.A,28717,,,,,0.00,,,,,,,,,,
